open_space,roof_type,roof_age,runoff_coefficient,location,annual_rainfall,annual_harvestable_water
214,Stone Slabs,19,0.7316,Sambalpur,1400,205905
117,Ceramic Tiles,25,0.787,Gorakhpur,1250,107678
66,Lime-Finished Roofs,27,0.6659,Delhi,780,31694
146,Modern Composite Sheets,40,0.8151,Anantapur,560,61652
537,Tiled Roof,11,0.7308,Bathinda,420,155666
377,Asbestos Sheet,29,0.7626,Purnia,1350,364028
206,Stone Slabs,16,0.7129,Mumbai,2250,311431
314,Lime-Finished Roofs,30,0.6431,Raichur,620,117563
248,Tiled Roof,8,0.728,Bengaluru,970,165927
436,Lime-Finished Roofs,1,0.6481,Wardha,1060,287756
453,Concrete Roof,29,0.6366,Bathinda,420,113880
137,Metal Roofs,35,0.8583,Wardha,1060,114761
217,Metal Roofs,25,0.8243,Jaisalmer,210,35486
474,Terracotta and Clay Tiles,50,0.7598,Wardha,1060,345360
587,Terracotta and Clay Tiles,13,0.7827,Wardha,1060,459410
349,Stone Slabs,26,0.7503,Patna,1200,292906
187,Stone Slabs,12,0.7096,Chennai,1400,176377
77,Modern Composite Sheets,13,0.856,Patna,1200,74219
492,Galvanized Iron Sheet,2,0.8554,Bathinda,420,167734
80,Modern Composite Sheets,43,0.8128,Hisar,500,29727
56,Metal Roofs,9,0.8365,Sambalpur,1400,62588
370,Lime-Finished Roofs,33,0.671,Bhopal,1150,262414
585,Concrete Roof,30,0.6834,Mumbai,2250,837772
310,Tiled Roof,3,0.6886,Anantapur,560,113628
537,Metal Roofs,43,0.8607,Tezpur,1850,777389
501,Tiled Roof,1,0.7103,Jaipur,650,220971
270,Galvanized Iron Sheet,36,0.8307,Raichur,620,128899
150,Terracotta and Clay Tiles,14,0.7955,Hyderabad,800,90268
579,Stone Slabs,23,0.6877,Bengaluru,970,359178
44,Galvanized Iron Sheet,21,0.8644,Bengaluru,970,34880
534,Stone Slabs,50,0.7433,Hyderabad,800,288448
438,Asbestos Sheet,2,0.7177,Hisar,500,149726
498,Galvanized Iron Sheet,6,0.8522,Sagar,1100,447472
158,Asbestos Sheet,4,0.7794,Lucknow,1000,118609
495,Modern Composite Sheets,4,0.8763,Delhi,780,323475
354,Tiled Roof,47,0.7086,Wardha,1060,244390
201,Terracotta and Clay Tiles,9,0.7926,Patna,1200,180222
481,Galvanized Iron Sheet,39,0.8428,Shillong,2900,1082669
330,Galvanized Iron Sheet,40,0.8485,Bathinda,420,107369
426,Asbestos Sheet,46,0.7211,Jaisalmer,210,59349
539,Tiled Roof,11,0.7101,Gorakhpur,1250,456109
64,Concrete Roof,9,0.6652,Ahmedabad,800,32495
372,Asbestos Sheet,48,0.7455,Tezpur,1850,464032
102,Concrete Roof,12,0.6597,Hisar,500,31956
198,Lime-Finished Roofs,21,0.6667,Wardha,1060,132269
461,Metal Roofs,45,0.8794,Kolkata,1800,665913
380,Tiled Roof,41,0.7022,Ahmedabad,800,194957
322,Concrete Roof,37,0.64,Sagar,1100,208885
521,Modern Composite Sheets,3,0.8508,Gorakhpur,1250,530048
567,Terracotta and Clay Tiles,17,0.7853,Tezpur,1850,770503
420,Ceramic Tiles,1,0.8258,Bengaluru,970,322707
547,Terracotta and Clay Tiles,33,0.8326,Mumbai,2250,942949
341,Metal Roofs,33,0.8377,Sambalpur,1400,372241
323,Concrete Roof,19,0.6407,Ahmedabad,800,155079
314,Tiled Roof,36,0.7158,Jaipur,650,134409
429,Tiled Roof,19,0.7179,Purnia,1350,391273
459,Galvanized Iron Sheet,2,0.8776,Chennai,1400,537384
141,Stone Slabs,6,0.6934,Purnia,1350,126582
135,Modern Composite Sheets,27,0.8292,Hyderabad,800,84129
231,Galvanized Iron Sheet,46,0.8581,Jaisalmer,210,37837
565,Concrete Roof,20,0.678,Kolkata,1800,652126
381,Galvanized Iron Sheet,8,0.8498,Jaipur,650,200223
193,Metal Roofs,49,0.8656,Delhi,780,119236
352,Lime-Finished Roofs,24,0.639,Sambalpur,1400,293534
552,Tiled Roof,48,0.7217,Chennai,1400,505790
461,Ceramic Tiles,39,0.8109,Raichur,620,213924
125,Modern Composite Sheets,16,0.8625,Kolkata,1800,182382
584,Galvanized Iron Sheet,34,0.8741,Ahmedabad,800,379347
219,Stone Slabs,1,0.6825,Jaisalmer,210,30253
54,Asbestos Sheet,39,0.743,Hisar,500,18538
590,Tiled Roof,21,0.6947,Hyderabad,800,308904
250,Concrete Roof,5,0.6754,Delhi,780,127037
105,Tiled Roof,3,0.7235,Ahmedabad,800,57611
139,Asbestos Sheet,34,0.7316,Raichur,620,58692
399,Metal Roofs,27,0.8868,Patna,1200,393918
233,Terracotta and Clay Tiles,28,0.7646,Shillong,2900,478646
289,Metal Roofs,18,0.8647,Kolkata,1800,428264
146,Lime-Finished Roofs,2,0.6535,Gorakhpur,1250,115187
517,Metal Roofs,19,0.8737,Gorakhpur,1250,527417
137,Asbestos Sheet,17,0.8105,Pune,720,75971
164,Concrete Roof,15,0.6781,Hyderabad,800,84815
426,Terracotta and Clay Tiles,47,0.7807,Wardha,1060,324144
451,Galvanized Iron Sheet,12,0.86,Sagar,1100,404410
474,Ceramic Tiles,46,0.8139,Bhopal,1150,409145
377,Stone Slabs,16,0.7438,Hyderabad,800,209990
467,Tiled Roof,20,0.717,Pune,720,227819
298,Terracotta and Clay Tiles,19,0.8279,Ahmedabad,800,185802
458,Ceramic Tiles,12,0.7977,Shillong,2900,995793
374,Stone Slabs,28,0.7196,Delhi,780,194853
305,Galvanized Iron Sheet,42,0.8682,Pune,720,174201
362,Concrete Roof,43,0.6715,Ahmedabad,800,179191
501,Lime-Finished Roofs,38,0.6722,Hyderabad,800,250397
348,Stone Slabs,50,0.7014,Sagar,1100,243968
545,Asbestos Sheet,12,0.7716,Chennai,1400,558596
204,Stone Slabs,24,0.7214,Bengaluru,970,134397
62,Modern Composite Sheets,12,0.8204,Shillong,2900,138826
104,Galvanized Iron Sheet,21,0.85,Shillong,2900,239757
300,Tiled Roof,46,0.6708,Sagar,1100,202507
281,Metal Roofs,6,0.8745,Anantapur,560,130787
92,Modern Composite Sheets,23,0.8515,Delhi,780,57491
117,Galvanized Iron Sheet,50,0.8336,Bathinda,420,37356
444,Ceramic Tiles,44,0.7724,Shillong,2900,903401
551,Asbestos Sheet,41,0.7188,Sambalpur,1400,513463
533,Asbestos Sheet,25,0.7738,Lucknow,1000,388887
280,Terracotta and Clay Tiles,35,0.8219,Patna,1200,257003
65,Terracotta and Clay Tiles,18,0.819,Hyderabad,800,40345
417,Ceramic Tiles,42,0.8226,Pune,720,225330
405,Modern Composite Sheets,14,0.8504,Ahmedabad,800,260476
545,Concrete Roof,14,0.6493,Ahmedabad,800,267948
539,Modern Composite Sheets,39,0.8473,Kolkata,1800,763557
570,Terracotta and Clay Tiles,31,0.7972,Jaisalmer,210,89518
45,Terracotta and Clay Tiles,6,0.7938,Anantapur,560,19087
387,Ceramic Tiles,42,0.8182,Ahmedabad,800,232900
553,Galvanized Iron Sheet,10,0.8355,Bathinda,420,185060
295,Modern Composite Sheets,26,0.8254,Sambalpur,1400,318182
260,Asbestos Sheet,38,0.7467,Shillong,2900,522105
94,Stone Slabs,14,0.6818,Sagar,1100,66524
120,Lime-Finished Roofs,43,0.6652,Sagar,1100,80616
140,Galvanized Iron Sheet,13,0.8695,Mumbai,2250,259066
100,Tiled Roof,5,0.6929,Wardha,1060,70700
531,Tiled Roof,17,0.6736,Hisar,500,170327
78,Stone Slabs,35,0.7355,Lucknow,1000,52682
95,Stone Slabs,22,0.6857,Wardha,1060,64410
523,Terracotta and Clay Tiles,47,0.7877,Wardha,1060,398816
442,Metal Roofs,22,0.8356,Wardha,1060,370843
359,Asbestos Sheet,16,0.7424,Gorakhpur,1250,312979
346,Lime-Finished Roofs,44,0.6659,Pune,720,151351
519,Tiled Roof,20,0.6892,Tezpur,1850,624072
319,Modern Composite Sheets,11,0.8109,Raichur,620,152452
174,Concrete Roof,33,0.6534,Shillong,2900,308936
446,Galvanized Iron Sheet,16,0.8497,Raichur,620,222891
589,Tiled Roof,7,0.7045,Jaipur,650,257416
335,Lime-Finished Roofs,15,0.6568,Hisar,500,103582
501,Tiled Roof,2,0.7405,Bengaluru,970,346899
386,Lime-Finished Roofs,30,0.6447,Bhopal,1150,267070
289,Modern Composite Sheets,19,0.8289,Sambalpur,1400,315802
245,Galvanized Iron Sheet,28,0.9104,Mumbai,2250,469642
565,Metal Roofs,27,0.8728,Lucknow,1000,464503
147,Metal Roofs,13,0.8656,Shillong,2900,348006
236,Modern Composite Sheets,19,0.8327,Mumbai,2250,412674
513,Modern Composite Sheets,1,0.841,Tezpur,1850,769684
329,Tiled Roof,14,0.7157,Raichur,620,137313
566,Lime-Finished Roofs,41,0.6642,Tezpur,1850,643366
343,Ceramic Tiles,39,0.8064,Gorakhpur,1250,319714
333,Ceramic Tiles,32,0.8128,Delhi,780,197070
489,Concrete Roof,42,0.6354,Delhi,780,222050
168,Asbestos Sheet,33,0.7757,Pune,720,87616
49,Galvanized Iron Sheet,38,0.8178,Raichur,620,23128
318,Stone Slabs,25,0.6703,Tezpur,1850,371552
480,Asbestos Sheet,30,0.7656,Pune,720,244063
364,Concrete Roof,6,0.6963,Chennai,1400,338428
323,Metal Roofs,46,0.8265,Tezpur,1850,456188
119,Stone Slabs,21,0.7001,Wardha,1060,83469
589,Modern Composite Sheets,7,0.8484,Pune,720,342673
343,Lime-Finished Roofs,46,0.625,Anantapur,560,109424
74,Terracotta and Clay Tiles,43,0.8032,Lucknow,1000,54370
549,Terracotta and Clay Tiles,7,0.7994,Gorakhpur,1250,526826
313,Ceramic Tiles,33,0.811,Anantapur,560,132381
519,Tiled Roof,31,0.7186,Wardha,1060,367048
172,Stone Slabs,12,0.742,Pune,720,87935
279,Galvanized Iron Sheet,4,0.842,Chennai,1400,315760
60,Stone Slabs,2,0.678,Wardha,1060,40964
499,Stone Slabs,29,0.7242,Bhopal,1150,383813
543,Modern Composite Sheets,11,0.866,Ahmedabad,800,355192
159,Tiled Roof,9,0.7154,Wardha,1060,114733
469,Tiled Roof,29,0.6936,Sambalpur,1400,422957
400,Tiled Roof,28,0.6946,Anantapur,560,144646
280,Metal Roofs,35,0.8876,Kolkata,1800,413649
516,Asbestos Sheet,49,0.7435,Kolkata,1800,633507
290,Galvanized Iron Sheet,26,0.8602,Mumbai,2250,520495
370,Lime-Finished Roofs,22,0.6482,Kolkata,1800,405017
513,Stone Slabs,20,0.7073,Anantapur,560,191673
93,Concrete Roof,2,0.6707,Bathinda,420,25167
412,Asbestos Sheet,4,0.764,Lucknow,1000,300170
183,Terracotta and Clay Tiles,23,0.8132,Sambalpur,1400,194789
139,Tiled Roof,22,0.6958,Wardha,1060,96931
428,Galvanized Iron Sheet,20,0.83,Wardha,1060,351762
261,Modern Composite Sheets,7,0.8206,Bathinda,420,85653
438,Metal Roofs,27,0.885,Hyderabad,800,287718
464,Asbestos Sheet,45,0.7713,Patna,1200,389782
76,Stone Slabs,32,0.7191,Delhi,780,39247
540,Ceramic Tiles,37,0.8065,Bhopal,1150,463893
238,Stone Slabs,35,0.7083,Lucknow,1000,155058
52,Galvanized Iron Sheet,38,0.8672,Kolkata,1800,75500
134,Tiled Roof,1,0.7076,Sambalpur,1400,127871
398,Stone Slabs,31,0.7174,Bathinda,420,111322
457,Lime-Finished Roofs,31,0.6453,Gorakhpur,1250,344209
185,Lime-Finished Roofs,46,0.6904,Bhopal,1150,134482
438,Terracotta and Clay Tiles,4,0.7995,Anantapur,560,187047
187,Modern Composite Sheets,43,0.8358,Bhopal,1150,166273
312,Metal Roofs,44,0.8191,Tezpur,1850,431824
434,Asbestos Sheet,17,0.733,Sambalpur,1400,418315
162,Metal Roofs,22,0.8667,Bhopal,1150,150983
553,Asbestos Sheet,6,0.744,Tezpur,1850,733397
304,Modern Composite Sheets,6,0.8085,Shillong,2900,685009
503,Stone Slabs,27,0.6645,Anantapur,560,174951
100,Tiled Roof,31,0.7119,Patna,1200,78833
544,Modern Composite Sheets,30,0.8631,Raichur,620,270302
444,Stone Slabs,5,0.6919,Raichur,620,183320
132,Stone Slabs,7,0.7384,Purnia,1350,125869
103,Galvanized Iron Sheet,1,0.8697,Mumbai,2250,192718
469,Stone Slabs,11,0.7251,Ahmedabad,800,257400
162,Metal Roofs,23,0.8853,Mumbai,2250,305611
469,Tiled Roof,36,0.7131,Chennai,1400,436150
64,Lime-Finished Roofs,35,0.6493,Ahmedabad,800,31052
80,Galvanized Iron Sheet,40,0.8657,Chennai,1400,88994
597,Asbestos Sheet,46,0.7675,Delhi,780,326097
340,Modern Composite Sheets,35,0.8335,Pune,720,190356
102,Modern Composite Sheets,12,0.8582,Patna,1200,99898
266,Ceramic Tiles,2,0.8238,Wardha,1060,223102
433,Stone Slabs,1,0.7018,Bhopal,1150,335675
202,Lime-Finished Roofs,21,0.6687,Hyderabad,800,102256
583,Metal Roofs,31,0.8688,Mumbai,2250,1070688
543,Modern Composite Sheets,41,0.8466,Raichur,620,263338
312,Tiled Roof,35,0.7081,Jaisalmer,210,43114
354,Stone Slabs,39,0.7339,Chennai,1400,336128
488,Modern Composite Sheets,1,0.8335,Patna,1200,466769
186,Metal Roofs,7,0.8273,Hisar,500,73907
472,Asbestos Sheet,21,0.761,Bengaluru,970,329391
224,Ceramic Tiles,10,0.8156,Jaisalmer,210,36482
489,Asbestos Sheet,5,0.7724,Bhopal,1150,418128
318,Terracotta and Clay Tiles,22,0.8482,Lucknow,1000,252611
212,Metal Roofs,21,0.8537,Sambalpur,1400,239869
71,Lime-Finished Roofs,29,0.6489,Hisar,500,21509
250,Stone Slabs,5,0.7408,Bhopal,1150,202636
296,Metal Roofs,42,0.8375,Bathinda,420,96313
508,Stone Slabs,40,0.7068,Jaipur,650,214091
52,Stone Slabs,5,0.6818,Raichur,620,21107
286,Ceramic Tiles,18,0.831,Lucknow,1000,225429
428,Lime-Finished Roofs,4,0.6724,Ahmedabad,800,219151
577,Asbestos Sheet,32,0.742,Bengaluru,970,389455
249,Terracotta and Clay Tiles,12,0.8126,Chennai,1400,268896
86,Concrete Roof,19,0.6632,Bengaluru,970,51898
73,Galvanized Iron Sheet,2,0.8502,Gorakhpur,1250,73677
467,Tiled Roof,19,0.7149,Pune,720,224897
52,Asbestos Sheet,24,0.7386,Raichur,620,22125
260,Metal Roofs,38,0.8553,Purnia,1350,276381
492,Ceramic Tiles,40,0.802,Anantapur,560,203691
280,Asbestos Sheet,20,0.7431,Gorakhpur,1250,243836
440,Lime-Finished Roofs,38,0.6618,Bengaluru,970,259140
306,Concrete Roof,48,0.6406,Raichur,620,111770
481,Asbestos Sheet,46,0.7922,Hyderabad,800,280848
156,Terracotta and Clay Tiles,15,0.7954,Sambalpur,1400,165514
402,Concrete Roof,39,0.641,Sagar,1100,260723
319,Lime-Finished Roofs,20,0.6791,Lucknow,1000,202439
246,Lime-Finished Roofs,14,0.6492,Bengaluru,970,146326
306,Modern Composite Sheets,26,0.8071,Hisar,500,115194
154,Metal Roofs,43,0.8803,Mumbai,2250,279020
183,Ceramic Tiles,43,0.8183,Bhopal,1150,158444
134,Asbestos Sheet,7,0.7238,Sagar,1100,101046
523,Lime-Finished Roofs,35,0.6846,Hyderabad,800,262677
541,Ceramic Tiles,14,0.8151,Shillong,2900,1211993
460,Modern Composite Sheets,50,0.8046,Raichur,620,208208
532,Lime-Finished Roofs,19,0.6562,Patna,1200,393936
530,Galvanized Iron Sheet,17,0.8698,Mumbai,2250,981187
82,Stone Slabs,50,0.6735,Shillong,2900,147237
71,Stone Slabs,10,0.6962,Shillong,2900,135789
320,Modern Composite Sheets,29,0.8415,Bhopal,1150,288113
365,Metal Roofs,37,0.8394,Sagar,1100,308403
72,Asbestos Sheet,22,0.7521,Jaipur,650,33006
447,Tiled Roof,23,0.6856,Purnia,1350,387304
590,Metal Roofs,10,0.8556,Hyderabad,800,386981
561,Ceramic Tiles,43,0.7865,Raichur,620,251963
321,Concrete Roof,23,0.6565,Wardha,1060,208207
321,Concrete Roof,5,0.6705,Hisar,500,102842
305,Tiled Roof,47,0.7237,Shillong,2900,580012
46,Lime-Finished Roofs,3,0.6469,Sambalpur,1400,39642
98,Ceramic Tiles,30,0.8131,Hyderabad,800,59818
87,Stone Slabs,47,0.7306,Bhopal,1150,67192
54,Ceramic Tiles,34,0.7908,Tezpur,1850,73825
279,Concrete Roof,31,0.6942,Bhopal,1150,206514
135,Galvanized Iron Sheet,44,0.8541,Hisar,500,52712
142,Tiled Roof,43,0.716,Tezpur,1850,173850
80,Ceramic Tiles,48,0.7819,Bhopal,1150,65213
216,Concrete Roof,16,0.6512,Anantapur,560,74878
303,Metal Roofs,21,0.8264,Wardha,1060,247367
195,Ceramic Tiles,18,0.8153,Bengaluru,970,144116
44,Ceramic Tiles,16,0.8108,Sagar,1100,37363
592,Ceramic Tiles,15,0.7778,Bengaluru,970,425163
160,Ceramic Tiles,15,0.8328,Hyderabad,800,101752
226,Lime-Finished Roofs,36,0.6546,Lucknow,1000,137333
225,Modern Composite Sheets,20,0.8347,Bengaluru,970,170396
214,Concrete Roof,40,0.6405,Shillong,2900,365267
583,Modern Composite Sheets,31,0.8172,Wardha,1060,469174
573,Metal Roofs,46,0.8544,Shillong,2900,1308961
367,Asbestos Sheet,6,0.7712,Hyderabad,800,214287
214,Lime-Finished Roofs,48,0.6382,Wardha,1060,131039
283,Concrete Roof,1,0.674,Pune,720,132923
281,Asbestos Sheet,2,0.7532,Gorakhpur,1250,253468
370,Ceramic Tiles,15,0.818,Ahmedabad,800,229371
302,Tiled Roof,4,0.7027,Purnia,1350,274209
350,Lime-Finished Roofs,30,0.6379,Gorakhpur,1250,258534
303,Asbestos Sheet,31,0.7401,Jaisalmer,210,43572
515,Asbestos Sheet,6,0.7629,Kolkata,1800,674179
546,Tiled Roof,9,0.6792,Bathinda,420,149708
534,Galvanized Iron Sheet,48,0.8712,Kolkata,1800,761405
55,Terracotta and Clay Tiles,28,0.8206,Delhi,780,33178
476,Concrete Roof,25,0.6763,Sagar,1100,330119
153,Asbestos Sheet,48,0.7548,Bengaluru,970,101502
317,Modern Composite Sheets,37,0.8332,Kolkata,1800,435803
576,Lime-Finished Roofs,14,0.6619,Delhi,780,283597
180,Concrete Roof,35,0.643,Jaisalmer,210,22284
354,Lime-Finished Roofs,43,0.6636,Gorakhpur,1250,269945
125,Ceramic Tiles,18,0.8214,Wardha,1060,102539
71,Modern Composite Sheets,12,0.8335,Purnia,1350,76278
413,Lime-Finished Roofs,26,0.6808,Hyderabad,800,211933
124,Ceramic Tiles,10,0.8132,Bhopal,1150,109132
309,Modern Composite Sheets,50,0.8502,Patna,1200,288339
480,Asbestos Sheet,50,0.7463,Anantapur,560,181668
486,Concrete Roof,30,0.6624,Bengaluru,970,290408
141,Ceramic Tiles,31,0.7794,Purnia,1350,138598
109,Asbestos Sheet,12,0.7701,Lucknow,1000,80186
488,Tiled Roof,47,0.6921,Chennai,1400,433410
272,Concrete Roof,34,0.6565,Anantapur,560,92952
178,Ceramic Tiles,46,0.7957,Purnia,1350,176381
420,Lime-Finished Roofs,24,0.6391,Bathinda,420,105600
399,Lime-Finished Roofs,48,0.6548,Purnia,1350,323836
456,Tiled Roof,49,0.7033,Anantapur,560,163999
483,Modern Composite Sheets,35,0.8769,Chennai,1400,545598
63,Tiled Roof,45,0.726,Kolkata,1800,76083
568,Metal Roofs,45,0.8567,Bengaluru,970,430450
417,Metal Roofs,45,0.8316,Bhopal,1150,361817
515,Asbestos Sheet,33,0.7537,Mumbai,2250,808772
580,Lime-Finished Roofs,33,0.6583,Bhopal,1150,409750
87,Galvanized Iron Sheet,25,0.8462,Jaisalmer,210,14402
595,Lime-Finished Roofs,44,0.6409,Wardha,1060,367234
428,Terracotta and Clay Tiles,35,0.8266,Ahmedabad,800,262758
447,Ceramic Tiles,29,0.8175,Lucknow,1000,342438
188,Concrete Roof,12,0.676,Bhopal,1150,137479
484,Terracotta and Clay Tiles,33,0.8279,Mumbai,2250,831375
248,Lime-Finished Roofs,13,0.6648,Chennai,1400,216722
243,Stone Slabs,27,0.7106,Ahmedabad,800,128775
55,Metal Roofs,19,0.8589,Wardha,1060,46768
424,Asbestos Sheet,35,0.72,Anantapur,560,158272
407,Modern Composite Sheets,26,0.8588,Delhi,780,255402
420,Concrete Roof,48,0.6545,Purnia,1350,340551
314,Tiled Roof,17,0.7181,Purnia,1350,286250
489,Metal Roofs,13,0.875,Bathinda,420,168788
220,Galvanized Iron Sheet,33,0.8382,Bathinda,420,71790
161,Ceramic Tiles,38,0.7952,Shillong,2900,341166
93,Concrete Roof,4,0.6279,Gorakhpur,1250,70330
260,Asbestos Sheet,11,0.759,Hisar,500,94642
246,Asbestos Sheet,49,0.7553,Bathinda,420,71085
247,Metal Roofs,5,0.8545,Bathinda,420,84884
143,Terracotta and Clay Tiles,19,0.8384,Chennai,1400,158999
466,Ceramic Tiles,11,0.8038,Bathinda,420,149759
458,Tiled Roof,20,0.7333,Raichur,620,196238
324,Stone Slabs,34,0.7026,Purnia,1350,286744
310,Stone Slabs,18,0.6894,Purnia,1350,272961
531,Asbestos Sheet,12,0.7412,Tezpur,1850,688898
125,Asbestos Sheet,20,0.7693,Lucknow,1000,89582
235,Concrete Roof,1,0.6565,Shillong,2900,426861
384,Ceramic Tiles,5,0.7845,Wardha,1060,302041
465,Galvanized Iron Sheet,12,0.8711,Sambalpur,1400,537214
430,Ceramic Tiles,29,0.7784,Hisar,500,156060
262,Lime-Finished Roofs,8,0.6742,Raichur,620,103837
362,Terracotta and Clay Tiles,34,0.8204,Gorakhpur,1250,342817
411,Concrete Roof,48,0.6299,Hisar,500,119012
531,Concrete Roof,30,0.6516,Kolkata,1800,583326
322,Concrete Roof,3,0.6433,Raichur,620,123463
193,Stone Slabs,9,0.6872,Tezpur,1850,233393
434,Stone Slabs,23,0.7147,Bengaluru,970,283229
408,Galvanized Iron Sheet,3,0.8431,Kolkata,1800,597648
507,Concrete Roof,40,0.6477,Gorakhpur,1250,375722
493,Terracotta and Clay Tiles,9,0.8147,Hyderabad,800,305186
68,Galvanized Iron Sheet,12,0.8757,Pune,720,40828
103,Concrete Roof,17,0.6526,Jaipur,650,41118
406,Metal Roofs,10,0.8549,Bathinda,420,139567
197,Tiled Roof,11,0.7023,Hyderabad,800,105251
319,Galvanized Iron Sheet,18,0.8525,Shillong,2900,741658
63,Ceramic Tiles,50,0.8004,Shillong,2900,133669
482,Terracotta and Clay Tiles,16,0.7859,Chennai,1400,503593
392,Concrete Roof,50,0.6368,Bathinda,420,95666
217,Galvanized Iron Sheet,25,0.8614,Bathinda,420,73180
212,Metal Roofs,8,0.8608,Ahmedabad,800,140210
267,Ceramic Tiles,39,0.8283,Bengaluru,970,199581
176,Terracotta and Clay Tiles,40,0.8166,Kolkata,1800,238877
346,Metal Roofs,32,0.8719,Hyderabad,800,223057
60,Ceramic Tiles,28,0.7757,Wardha,1060,46302
366,Modern Composite Sheets,6,0.8225,Purnia,1350,383957
465,Lime-Finished Roofs,50,0.6618,Bengaluru,970,274612
368,Galvanized Iron Sheet,29,0.8656,Anantapur,560,166395
182,Stone Slabs,33,0.7298,Jaipur,650,80921
156,Asbestos Sheet,4,0.7591,Anantapur,560,63835
110,Lime-Finished Roofs,42,0.6871,Lucknow,1000,69510
492,Modern Composite Sheets,7,0.857,Patna,1200,485419
551,Asbestos Sheet,28,0.7396,Bathinda,420,158368
390,Terracotta and Clay Tiles,32,0.7734,Purnia,1350,374685
47,Metal Roofs,12,0.8625,Shillong,2900,111711
580,Tiled Roof,6,0.707,Gorakhpur,1250,487493
122,Asbestos Sheet,18,0.7541,Bengaluru,970,83705
477,Galvanized Iron Sheet,30,0.8199,Raichur,620,227460
585,Galvanized Iron Sheet,41,0.8543,Kolkata,1800,820078
512,Modern Composite Sheets,28,0.8242,Hisar,500,195576
123,Stone Slabs,22,0.7087,Bengaluru,970,79503
307,Asbestos Sheet,36,0.7307,Delhi,780,163073
243,Asbestos Sheet,6,0.7509,Hisar,500,86233
67,Metal Roofs,48,0.8403,Ahmedabad,800,40816
260,Asbestos Sheet,19,0.7576,Lucknow,1000,186901
556,Stone Slabs,10,0.7391,Pune,720,279001
323,Tiled Roof,19,0.72,Gorakhpur,1250,272213
73,Ceramic Tiles,31,0.8478,Mumbai,2250,130108
215,Metal Roofs,50,0.8479,Pune,720,119006
550,Concrete Roof,27,0.6596,Wardha,1060,356405
195,Asbestos Sheet,12,0.7531,Sagar,1100,152966
365,Metal Roofs,16,0.8498,Anantapur,560,162976
104,Concrete Roof,42,0.6693,Patna,1200,76648
214,Terracotta and Clay Tiles,15,0.816,Patna,1200,198727
572,Terracotta and Clay Tiles,9,0.8203,Delhi,780,344886
484,Terracotta and Clay Tiles,13,0.8145,Ahmedabad,800,300115
173,Metal Roofs,39,0.8467,Jaipur,650,88522
86,Galvanized Iron Sheet,48,0.8344,Raichur,620,40913
539,Tiled Roof,21,0.7352,Kolkata,1800,663650
585,Ceramic Tiles,1,0.7923,Delhi,780,344612
562,Terracotta and Clay Tiles,14,0.8066,Bathinda,420,179600
40,Tiled Roof,23,0.7016,Jaisalmer,210,5516
364,Concrete Roof,13,0.6166,Sagar,1100,233590
153,Stone Slabs,32,0.6905,Bathinda,420,41272
315,Terracotta and Clay Tiles,28,0.8008,Gorakhpur,1250,292060
207,Metal Roofs,30,0.8366,Raichur,620,100392
378,Galvanized Iron Sheet,5,0.8532,Sambalpur,1400,427071
567,Concrete Roof,27,0.6415,Mumbai,2250,760708
551,Galvanized Iron Sheet,23,0.8509,Purnia,1350,593740
443,Terracotta and Clay Tiles,34,0.781,Sagar,1100,352802
474,Lime-Finished Roofs,38,0.6524,Anantapur,560,158758
206,Metal Roofs,22,0.8495,Jaisalmer,210,34393
276,Terracotta and Clay Tiles,22,0.809,Delhi,780,162543
155,Asbestos Sheet,19,0.7135,Anantapur,560,58521
177,Metal Roofs,7,0.8653,Chennai,1400,204593
289,Terracotta and Clay Tiles,31,0.7906,Bathinda,420,88966
525,Ceramic Tiles,47,0.845,Kolkata,1800,726646
205,Metal Roofs,49,0.8564,Chennai,1400,223272
306,Ceramic Tiles,32,0.8083,Pune,720,166239
93,Terracotta and Clay Tiles,26,0.8675,Patna,1200,91085
456,Lime-Finished Roofs,32,0.6735,Kolkata,1800,511254
483,Modern Composite Sheets,21,0.8192,Raichur,620,231348
583,Stone Slabs,14,0.7287,Chennai,1400,557479
114,Tiled Roof,50,0.7318,Ahmedabad,800,60664
598,Tiled Roof,17,0.6979,Chennai,1400,548208
249,Concrete Roof,18,0.6576,Tezpur,1850,284752
300,Terracotta and Clay Tiles,8,0.7908,Purnia,1350,303728
184,Terracotta and Clay Tiles,5,0.8373,Sagar,1100,163557
143,Terracotta and Clay Tiles,39,0.8377,Lucknow,1000,109769
592,Ceramic Tiles,24,0.8107,Bengaluru,970,434742
342,Modern Composite Sheets,42,0.8246,Shillong,2900,751088
159,Modern Composite Sheets,8,0.8545,Kolkata,1800,233568
553,Galvanized Iron Sheet,4,0.8518,Ahmedabad,800,358193
185,Tiled Roof,5,0.7173,Delhi,780,98980
447,Galvanized Iron Sheet,37,0.8469,Purnia,1350,468239
476,Terracotta and Clay Tiles,25,0.8098,Sambalpur,1400,508834
51,Galvanized Iron Sheet,30,0.8775,Ahmedabad,800,33069
387,Galvanized Iron Sheet,14,0.849,Shillong,2900,904111
113,Asbestos Sheet,32,0.7754,Bathinda,420,34503
196,Ceramic Tiles,15,0.7999,Kolkata,1800,265109
409,Concrete Roof,31,0.6891,Delhi,780,205590
586,Metal Roofs,25,0.8544,Bengaluru,970,451516
530,Lime-Finished Roofs,29,0.6207,Sambalpur,1400,429106
